case_id,municipality,case_hybrid_score,case_hybrid_raw
11485699,BPIC15_1,0.835,0.8286947665367967
11485708,BPIC15_5,0.83,0.8234918503737321
11490643,BPIC15_4,0.84,0.8330741728048331
11510282,BPIC15_1,0.932,0.9205006784008758
11514533,BPIC15_1,0.878,0.8690260525596987
11516818,BPIC15_5,0.884,0.875123508144615
11520512,BPIC15_5,0.465,0.4770447147962281
11544748,BPIC15_5,0.783,0.7794897138598942
11547713,BPIC15_5,0.411,0.42602523899145905
11550167,BPIC15_5,0.365,0.3829042751959201
11555638,BPIC15_5,0.397,0.4132491534226379
11563841,BPIC15_1,0.853,0.8453740961136329
11579253,BPIC15_1,0.479,0.4906799325815738
11585375,BPIC15_1,0.867,0.8590675470978626
11585521,BPIC15_5,0.488,0.49909272871953303
11588246,BPIC15_1,0.879,0.8702208241368623
11589046,BPIC15_1,0.886,0.877080055414441
11590763,BPIC15_5,0.396,0.41158599931533246
11590880,BPIC15_1,0.886,0.8768262978710212
11593519,BPIC15_1,0.479,0.4909743429879626
11622480,BPIC15_5,0.38,0.3969460076673941
11623670,BPIC15_5,0.886,0.8771333474464931
11625617,BPIC15_5,0.785,0.7806597833205229
11663975,BPIC15_1,0.848,0.8408780084106119
11666578,BPIC15_2,0.432,0.4464121746571648
11671975,BPIC15_5,0.912,0.9018328665045667
11672847,BPIC15_1,0.863,0.8551826573239606
11692969,BPIC15_5,0.466,0.47875443692305486
11693758,BPIC15_5,0.471,0.4835053616664672
11717358,BPIC15_1,0.853,0.8457050637806584
11718797,BPIC15_5,0.422,0.4367435632440427
11728349,BPIC15_5,0.47,0.48207082138997337
11740950,BPIC15_5,0.806,0.8009339738047068
11761793,BPIC15_5,0.418,0.433066248670412
11763696,BPIC15_5,0.428,0.4420465788322358
11764592,BPIC15_5,0.401,0.41684577694387753
11769178,BPIC15_5,0.469,0.4817391661191547
11771811,BPIC15_5,0.812,0.806437897897652
11773492,BPIC15_1,0.456,0.46903248062854586
11776310,BPIC15_1,0.869,0.8609981016221957
11790863,BPIC15_5,0.818,0.8121541140545975
11796536,BPIC15_5,0.878,0.8695609839691322
11800518,BPIC15_1,0.476,0.48773536530038236
11838432,BPIC15_5,0.8,0.7954779320274658
11883459,BPIC15_5,0.806,0.8009408072220601
11905158,BPIC15_1,0.883,0.873575783491819
11908901,BPIC15_1,0.47,0.4824912875532104
11944113,BPIC15_1,0.882,0.8726105746443298
11952350,BPIC15_5,0.487,0.49855636231493416
11955621,BPIC15_5,0.792,0.7873044255797059
11957799,BPIC15_5,0.428,0.4419088158134758
11958749,BPIC15_5,0.396,0.41226129358507313
11986570,BPIC15_1,0.431,0.4452954892236008
12002717,BPIC15_1,0.886,0.8771886058823001
12005042,BPIC15_1,0.883,0.8737347999715837
12009243,BPIC15_1,0.476,0.48783649591829314
12027017,BPIC15_1,0.89,0.8805596122349089
