case_id,municipality,case_hybrid_score,case_hybrid_raw
21176420,BPIC15_2,0.863,0.8554292268361456
21177887,BPIC15_2,0.855,0.8477662613451387
21191834,BPIC15_2,0.423,0.437429885359915
21199106,BPIC15_2,0.415,0.43022670745001107
21215250,BPIC15_2,0.426,0.44025350071356345
21216895,BPIC15_2,0.42,0.4344487965853218
21255551,BPIC15_2,0.461,0.4734493871270096
21259398,BPIC15_2,0.858,0.8498843684482982
21268553,BPIC15_2,0.854,0.8463249564657579
21270817,BPIC15_2,0.426,0.4407568988620483
21282630,BPIC15_2,0.433,0.44748608902258946
21283308,BPIC15_2,0.434,0.4476316283394255
21298064,BPIC15_2,0.43,0.4446308912794495
21303538,BPIC15_2,0.404,0.419316439961389
21304254,BPIC15_2,0.426,0.44005961856956205
21306689,BPIC15_2,0.848,0.8411639731866498
21351330,BPIC15_2,0.427,0.44139513081425086
21369372,BPIC15_2,0.426,0.4404746071212945
21381131,BPIC15_2,0.871,0.8629650767556822
21435755,BPIC15_2,0.403,0.41851862944252466
21456681,BPIC15_2,0.854,0.8464605811492274
21458204,BPIC15_2,0.457,0.4702324103693821
21478297,BPIC15_2,0.879,0.8702235628714176
21495200,BPIC15_2,0.453,0.4659099344625765
21501054,BPIC15_2,0.459,0.4717382351597936
21517869,BPIC15_2,0.872,0.863442998254478
21575612,BPIC15_2,0.506,0.5166102957064989
21590295,BPIC15_2,0.435,0.44947768721085785
21619018,BPIC15_2,0.407,0.4226890880212639
21640791,BPIC15_2,0.418,0.43301627151574695
21715124,BPIC15_2,0.875,0.8666635106097591
21720577,BPIC15_2,0.431,0.4450108770440994
21736347,BPIC15_2,0.864,0.8556013600301122
21808766,BPIC15_2,0.416,0.43133940965063905
21844250,BPIC15_2,0.505,0.515288071906187
21854476,BPIC15_2,0.431,0.44511631553609315
21870048,BPIC15_2,0.832,0.825996141965523
21872891,BPIC15_2,0.857,0.8492703227988245
21894254,BPIC15_2,0.865,0.8567396713006245
21910887,BPIC15_2,0.461,0.47376949746725955
21917778,BPIC15_2,0.834,0.8276337460951695
21934455,BPIC15_2,0.468,0.48046325712800253
21976907,BPIC15_2,0.847,0.8401959538092552
21986699,BPIC15_2,0.45,0.4630839976636386
21989933,BPIC15_2,0.44,0.4534823281669206
21990709,BPIC15_2,0.459,0.4718789066765668
22060602,BPIC15_2,0.408,0.42382048382754267
22062411,BPIC15_2,0.853,0.8457416239264149
22140133,BPIC15_2,0.872,0.8638695871970051
22147393,BPIC15_2,0.85,0.8431047943763154
22148165,BPIC15_2,0.869,0.8608252514107171
22149077,BPIC15_2,0.443,0.45705494099362937
22174352,BPIC15_2,0.438,0.45140927831315986
22184061,BPIC15_2,0.438,0.4520925381002876
22189711,BPIC15_2,0.435,0.44945222267687085
22218987,BPIC15_2,0.856,0.8487068775875387
22232965,BPIC15_2,0.861,0.8533154283216986
22261737,BPIC15_2,0.441,0.4546826047851991
22324836,BPIC15_2,0.843,0.8359279089469678
22334321,BPIC15_2,0.46,0.47249678435116893
22375178,BPIC15_2,0.435,0.449268426267409
22378024,BPIC15_2,0.859,0.8508310505021163
22407704,BPIC15_2,0.866,0.8578600282731025
22409019,BPIC15_2,0.441,0.45494454077152147
22444156,BPIC15_2,0.452,0.46538661979284407
22470419,BPIC15_2,0.851,0.8436283089802794
22483254,BPIC15_2,0.447,0.4606711103985295
22483852,BPIC15_2,0.444,0.4575856896358762
22484667,BPIC15_2,0.437,0.4509940534210238
22485706,BPIC15_2,0.458,0.47088781389271206
22486842,BPIC15_2,0.866,0.8574528536386498
22510979,BPIC15_2,0.861,0.8531683649554186
22530944,BPIC15_2,0.455,0.4677330287487396
22532360,BPIC15_2,0.453,0.46577460716283275
22533197,BPIC15_2,0.861,0.8534448564913507
22540298,BPIC15_2,0.444,0.4575823543808272
22550213,BPIC15_2,0.871,0.8626673110890009
22550863,BPIC15_2,0.861,0.8535224181823043
22566514,BPIC15_2,0.853,0.8452843869817308
22627163,BPIC15_2,0.461,0.4733525534352449
22643660,BPIC15_2,0.451,0.4641243331304002
22646318,BPIC15_2,0.455,0.4681501280476985
22667476,BPIC15_2,0.44,0.4533878927049405
22697360,BPIC15_2,0.845,0.8379929331064561
22711101,BPIC15_2,0.505,0.5155840218254727
22764138,BPIC15_2,0.458,0.47112673129800353
22883511,BPIC15_2,0.86,0.8522069950220865
22943372,BPIC15_2,0.841,0.8341329005614639
22949801,BPIC15_2,0.857,0.8491604990556552
22998831,BPIC15_2,0.455,0.4680465151039788
23038803,BPIC15_2,0.483,0.49496573751052353
23053160,BPIC15_2,0.444,0.4578726954426865
23064404,BPIC15_2,0.851,0.8434149516344455
23099692,BPIC15_2,0.453,0.4665186511109248
23103587,BPIC15_2,0.45,0.4633907100583127
23142917,BPIC15_2,0.456,0.46899590514148276
23167664,BPIC15_2,0.853,0.8451049360179661
23168788,BPIC15_2,0.852,0.8449296067696648
23169561,BPIC15_2,0.862,0.8539744930421428
23198662,BPIC15_2,0.846,0.8391133480845485
23200425,BPIC15_2,0.861,0.8532363836181207
23224405,BPIC15_2,0.848,0.8407723002543731
23233618,BPIC15_2,0.864,0.855533953133819
23249815,BPIC15_2,0.852,0.8444656594524528
23287159,BPIC15_2,0.887,0.8774172070674511
23304819,BPIC15_2,0.462,0.4750372492281007
23361288,BPIC15_2,0.845,0.8383279186041565
23368349,BPIC15_2,0.86,0.8519194155999908
23384655,BPIC15_2,0.857,0.8495321302927576
23395309,BPIC15_2,0.87,0.8616318828074456
23427734,BPIC15_2,0.855,0.8476330020940551
23430810,BPIC15_2,0.876,0.8669966790176049
23446082,BPIC15_2,0.863,0.8549108374092728
23467404,BPIC15_2,0.445,0.4587657214516796
23468178,BPIC15_2,0.454,0.4670119569731793
23577475,BPIC15_2,0.856,0.8482390742306379
23589777,BPIC15_2,0.871,0.8622858154128801
23590665,BPIC15_2,0.871,0.8628150901030442
23592301,BPIC15_2,0.878,0.8692034406862277
23623452,BPIC15_2,0.455,0.46800536547003824
23624644,BPIC15_2,0.456,0.46866560286564934
23625680,BPIC15_2,0.875,0.8667220527450277
23626378,BPIC15_2,0.458,0.47062852764648777
23627223,BPIC15_2,0.454,0.4670903574635607
23627935,BPIC15_2,0.454,0.46669161633702105
23629535,BPIC15_2,0.876,0.8678491063894195
23631547,BPIC15_2,0.886,0.8765332330478799
23633812,BPIC15_2,0.868,0.8602007387886081
23646352,BPIC15_2,0.449,0.4620809116129271
23650672,BPIC15_2,0.459,0.4717935265107883
23651416,BPIC15_2,0.45,0.4627910742813465
23652333,BPIC15_2,0.446,0.4591795629301171
23682677,BPIC15_2,0.455,0.46810721605385913
23684884,BPIC15_2,0.865,0.8565247067073792
23698350,BPIC15_2,0.459,0.4716841407112442
23704944,BPIC15_2,0.865,0.8565530972095267
23777908,BPIC15_2,0.894,0.8846833971761094
23822258,BPIC15_2,0.869,0.8611028559286862
23835254,BPIC15_2,0.899,0.8888854079232967
23879911,BPIC15_2,0.893,0.8837970036549856
23882203,BPIC15_2,0.469,0.4814832372313659
23934592,BPIC15_2,0.483,0.4945824965391739
23969715,BPIC15_2,0.886,0.8768677308778821
24033485,BPIC15_2,0.872,0.8635217552919586
24074730,BPIC15_2,0.899,0.8888956604113565
24129088,BPIC15_2,0.876,0.867520012682144
24153510,BPIC15_2,0.886,0.8770848201425532
24154225,BPIC15_2,0.877,0.8680559877151497
2760933,BPIC15_1,0.449,0.46221390104097254
2771472,BPIC15_1,0.408,0.42382407606877703
2799084,BPIC15_1,0.553,0.5612072254835607
2802701,BPIC15_1,0.82,0.8144806927669248
2817552,BPIC15_1,0.481,0.4925933253600214
2824824,BPIC15_1,0.408,0.42322879278683395
2832470,BPIC15_1,0.827,0.82118110263318
2852294,BPIC15_1,0.427,0.4413289599634921
2857162,BPIC15_1,0.433,0.44684623274044327
2871549,BPIC15_1,0.889,0.8798823214703713
2872591,BPIC15_1,0.877,0.8683474482122903
2873511,BPIC15_1,0.908,0.8977294183321193
2876398,BPIC15_1,0.815,0.8099452572241718
2878133,BPIC15_1,0.496,0.5064859373963793
2879911,BPIC15_1,0.481,0.492934298804198
2887963,BPIC15_1,0.414,0.42893855109504536
2892066,BPIC15_1,0.83,0.8240827743784767
2899575,BPIC15_1,0.412,0.4267798684369341
2905364,BPIC15_1,0.887,0.878023565572019
2912319,BPIC15_1,0.44,0.453290260000547
2918023,BPIC15_1,0.857,0.8495684512982278
2931536,BPIC15_1,0.418,0.43274202195713585
2938058,BPIC15_1,0.812,0.8067615692949378
2941610,BPIC15_1,0.905,0.8952572435246393
2941625,BPIC15_1,0.402,0.41732448615405904
2947783,BPIC15_1,0.433,0.4468371715714721
2952313,BPIC15_1,0.406,0.42195885588431276
2954374,BPIC15_1,0.809,0.803379980993238
2955648,BPIC15_1,0.391,0.40737592041812515
2956664,BPIC15_1,0.407,0.42201312806187435
2958309,BPIC15_1,0.409,0.4247762328729667
2959126,BPIC15_1,0.407,0.4221701486910044
2959733,BPIC15_1,0.832,0.8252045057934827
2961393,BPIC15_1,0.822,0.8159383796021021
2968823,BPIC15_1,0.394,0.4101899773431598
2985811,BPIC15_1,0.822,0.8157965453760806
2992234,BPIC15_1,0.817,0.8114387444126331
2997710,BPIC15_1,0.514,0.5240631918978367
2998498,BPIC15_1,0.814,0.8087882641633428
2999082,BPIC15_1,0.406,0.42171750782773343
3004297,BPIC15_1,0.489,0.5004245967737914
3006864,BPIC15_1,0.875,0.8669005790612253
3006923,BPIC15_1,0.882,0.8726144543839175
3026555,BPIC15_1,0.335,0.35436350461933214
3028180,BPIC15_1,0.401,0.41676426601535194
3030763,BPIC15_1,0.818,0.8122955621752567
3061852,BPIC15_3,0.833,0.8269247175884903
3068788,BPIC15_3,0.831,0.824583728874847
3075228,BPIC15_1,0.827,0.8207653828595809
3075754,BPIC15_3,0.832,0.8258842485218514
3076809,BPIC15_1,0.514,0.5242241021470958
3076903,BPIC15_1,0.816,0.8100662667300633
3077706,BPIC15_3,0.833,0.8266146497053075
3082808,BPIC15_3,0.426,0.4401814178936196
3084584,BPIC15_3,0.833,0.8269440054465529
3084719,BPIC15_1,0.824,0.8180922168102246
3085652,BPIC15_1,0.512,0.5216358300686967
3085874,BPIC15_3,0.838,0.8315672409618731
3086300,BPIC15_3,0.838,0.83150109803622
3087475,BPIC15_3,0.457,0.4701063283205018
3087621,BPIC15_1,0.476,0.48772387287416835
3088479,BPIC15_3,0.455,0.4681914222257251
3088748,BPIC15_1,0.823,0.8172665129906528
3089047,BPIC15_1,0.492,0.5035230515485274
3093950,BPIC15_3,0.834,0.8274427661182029
3096463,BPIC15_1,0.815,0.8092028734205186
3096822,BPIC15_3,0.835,0.8286705912857053
3098843,BPIC15_1,0.893,0.883844393030631
3099859,BPIC15_3,0.929,0.9175066048861573
3100940,BPIC15_1,0.404,0.41942257514917175
3102027,BPIC15_3,0.408,0.42292990648672324
3102976,BPIC15_1,0.805,0.8001771744146885
3103455,BPIC15_1,0.485,0.4965106797138961
3107272,BPIC15_1,0.835,0.8285160194347627
3116101,BPIC15_3,0.412,0.4274454951556587
3116162,BPIC15_3,0.837,0.8299186265157372
3118429,BPIC15_3,0.454,0.4672161842707065
3119597,BPIC15_3,0.837,0.830715155732406
3119874,BPIC15_1,0.406,0.4217999531775296
3119876,BPIC15_3,0.864,0.8559017822387919
3124030,BPIC15_1,0.404,0.41937643965658744
3130797,BPIC15_1,0.81,0.8051504188068243
3132572,BPIC15_1,0.829,0.8230903721313707
3132663,BPIC15_3,0.427,0.4415751960267907
3136211,BPIC15_1,0.941,0.929343801910414
3141385,BPIC15_3,0.833,0.8265875281785796
3141814,BPIC15_1,0.805,0.800201267447102
3142196,BPIC15_1,0.813,0.8078288395895318
3143693,BPIC15_1,0.891,0.8814882543752276
3146032,BPIC15_3,0.822,0.8165874133537335
3147177,BPIC15_3,0.864,0.8559818218989581
3148569,BPIC15_1,0.832,0.8258440753464986
3149756,BPIC15_1,0.876,0.8675283740779923
3153218,BPIC15_1,0.897,0.8871347733200903
3164173,BPIC15_3,0.425,0.43975952592510376
3167541,BPIC15_1,0.836,0.8293643033085887
3168748,BPIC15_1,0.811,0.8061843120159489
3169361,BPIC15_1,0.798,0.7935332097177447
3169967,BPIC15_1,0.815,0.8095054124100555
3172025,BPIC15_1,0.52,0.5293541292889551
3174249,BPIC15_1,0.813,0.8074505893622227
3178195,BPIC15_1,0.519,0.5285757347845033
3179029,BPIC15_1,0.827,0.8207509650044308
3179968,BPIC15_1,0.805,0.8002168212037236
3180462,BPIC15_3,0.847,0.8402974690695125
3180743,BPIC15_3,0.835,0.8281534455735331
3183517,BPIC15_3,0.822,0.8158429611229073
3184078,BPIC15_1,0.405,0.4202424266975556
3184863,BPIC15_3,0.462,0.4746460669115524
3185134,BPIC15_3,0.439,0.45327944802991266
3185391,BPIC15_3,0.825,0.8193834033195191
3185662,BPIC15_3,0.84,0.832848348191533
3211622,BPIC15_3,0.453,0.46652136490502544
3213266,BPIC15_3,0.827,0.8209036966204868
3213652,BPIC15_3,0.817,0.8117280808335645
3218835,BPIC15_1,0.811,0.8056454518839683
3221145,BPIC15_3,0.446,0.4597154594502918
3221731,BPIC15_3,0.34,0.3585659636938949
3229563,BPIC15_3,0.83,0.8237251695577106
3231007,BPIC15_3,0.811,0.8053656417796561
3231392,BPIC15_3,0.808,0.8032167951265213
3234487,BPIC15_1,0.821,0.8152972759074558
3242864,BPIC15_3,0.417,0.4321021414203982
3243523,BPIC15_3,0.827,0.8212580985161195
3244139,BPIC15_3,0.454,0.467130139691096
3244910,BPIC15_3,0.41,0.4253628223956873
3245329,BPIC15_3,0.424,0.4386165704990957
3245614,BPIC15_3,0.425,0.4399965514273102
3247240,BPIC15_3,0.912,0.9012426640495605
3263200,BPIC15_3,0.481,0.49276730145350256
3263486,BPIC15_3,0.833,0.8266077461340143
3272145,BPIC15_3,0.844,0.8372965337360678
3281714,BPIC15_1,0.911,0.9006234910005825
3291568,BPIC15_1,0.812,0.8064870194530908
3292143,BPIC15_1,0.82,0.8146289916127671
3292518,BPIC15_1,0.933,0.9213371357137018
3303582,BPIC15_3,0.453,0.4657724571743273
3305115,BPIC15_1,0.442,0.455915869852134
3306594,BPIC15_1,0.872,0.8637529516109284
3307475,BPIC15_1,0.81,0.8043185955163284
3311629,BPIC15_1,0.82,0.8140886621420369
3320939,BPIC15_1,0.9,0.8898703259762166
3321043,BPIC15_3,0.798,0.7937434418060646
3326579,BPIC15_1,0.81,0.8049349565809865
3329032,BPIC15_3,0.84,0.833344226345766
3332501,BPIC15_1,0.843,0.8359717456687201
3334697,BPIC15_1,0.429,0.4432021381172915
3335018,BPIC15_1,0.839,0.8320680284110243
3343800,BPIC15_3,0.408,0.4231460018308399
3344494,BPIC15_3,0.425,0.4393228501604977
3352239,BPIC15_3,0.41,0.42535100765409667
3357637,BPIC15_1,0.442,0.455764963449172
3368104,BPIC15_3,0.817,0.8116989054539786
3369224,BPIC15_3,0.822,0.8161699263849819
3378312,BPIC15_1,0.892,0.8828296289949233
3383707,BPIC15_1,0.909,0.8986210962164397
3387750,BPIC15_1,0.82,0.814623153113159
3388467,BPIC15_1,0.818,0.8126778137983189
3388796,BPIC15_1,0.313,0.3334933595177718
3397211,BPIC15_1,0.837,0.8307319031273351
3398129,BPIC15_5,0.849,0.8421524219196151
3399048,BPIC15_1,0.821,0.8152356516944658
3399389,BPIC15_1,0.506,0.5164123797922697
3400078,BPIC15_1,0.812,0.8065217764650943
3406458,BPIC15_5,0.404,0.41949911298285814
3407405,BPIC15_3,0.822,0.8158275163874158
3411955,BPIC15_3,0.453,0.46652574831859417
3415348,BPIC15_5,0.366,0.3839025207493514
3415962,BPIC15_5,0.787,0.7833818303357717
3423187,BPIC15_3,0.418,0.43310352432774857
3423587,BPIC15_1,0.835,0.828793877499617
3426994,BPIC15_3,0.452,0.46489993219783377
3427972,BPIC15_5,0.786,0.7819420560254627
3429182,BPIC15_1,0.516,0.5262273333407369
3430785,BPIC15_1,0.442,0.4560716579778478
3436134,BPIC15_5,0.789,0.7844696307065018
3436876,BPIC15_5,0.447,0.4605321843457202
3438613,BPIC15_1,0.81,0.8045717584986455
3438931,BPIC15_1,0.828,0.821821508750238
3439262,BPIC15_1,0.95,0.937733200700453
3441443,BPIC15_5,0.788,0.7835423277554265
3442241,BPIC15_5,0.849,0.8419551485860107
3445895,BPIC15_5,0.818,0.8119168835373535
3446379,BPIC15_1,0.399,0.4153147512523091
3450052,BPIC15_1,0.411,0.4258975779617612
3450818,BPIC15_5,0.82,0.8138689073354586
3451526,BPIC15_1,0.94,0.9279334687790459
3452195,BPIC15_1,0.84,0.8336618019962073
3452607,BPIC15_1,0.415,0.4301868678198977
3453382,BPIC15_3,0.423,0.43778282277680836
3453951,BPIC15_5,0.82,0.8142025616234503
3454193,BPIC15_3,0.848,0.8407484589561954
3454577,BPIC15_3,0.841,0.8342910479880409
3459062,BPIC15_3,0.821,0.8152955974685624
3459351,BPIC15_3,0.454,0.46748881146621646
3462766,BPIC15_2,0.793,0.7888251557345369
3463486,BPIC15_5,0.333,0.3522969754482972
3463828,BPIC15_3,0.487,0.4984399535051579
3464876,BPIC15_5,0.852,0.8445713693457105
3465217,BPIC15_1,0.895,0.8856658745312325
3466008,BPIC15_3,0.813,0.8076527247892624
3466023,BPIC15_5,0.86,0.8525641689725901
3466268,BPIC15_1,0.815,0.8091170606582923
3467528,BPIC15_5,0.418,0.4329042519065648
3470258,BPIC15_3,0.847,0.840152904961595
3477240,BPIC15_2,0.805,0.8001363186451327
3477249,BPIC15_2,0.806,0.8005323337576913
3477260,BPIC15_2,0.818,0.8123503512608605
3480007,BPIC15_1,0.352,0.37036304822803084
3482715,BPIC15_2,0.393,0.4095785702248066
3486336,BPIC15_3,0.83,0.8237025199912752
3486639,BPIC15_3,0.84,0.8335668059791503
3486936,BPIC15_3,0.41,0.42490383758181166
3487122,BPIC15_1,0.802,0.7970797416002646
3487796,BPIC15_1,0.881,0.8725173014354745
3487903,BPIC15_5,0.779,0.7755535414989364
3488460,BPIC15_1,0.418,0.43333854145450384
3490022,BPIC15_3,0.815,0.8094283712019673
3501294,BPIC15_1,0.406,0.42192090085264855
3502235,BPIC15_5,0.88,0.8715216540700323
3506175,BPIC15_1,0.546,0.5538831688684219
3506653,BPIC15_5,0.792,0.7878729437972635
3507996,BPIC15_5,0.791,0.7870913947091981
3508621,BPIC15_5,0.414,0.42945730357190703
3509452,BPIC15_5,0.786,0.7824211386001773
3509851,BPIC15_1,0.822,0.816162045183029
3510514,BPIC15_3,0.847,0.8400608651265686
3520033,BPIC15_2,0.81,0.8046789713805268
3520260,BPIC15_2,0.395,0.41116707290509363
3529862,BPIC15_1,0.82,0.8138385338765781
3530929,BPIC15_5,0.386,0.40220441064357904
3533849,BPIC15_1,0.435,0.4491349340901242
3537815,BPIC15_1,0.436,0.44994374899598977
3538779,BPIC15_1,0.846,0.8385224238904153
3542315,BPIC15_1,0.853,0.845154088508759
3551575,BPIC15_5,0.413,0.4278537429947333
3553191,BPIC15_5,0.378,0.394659733211152
3554803,BPIC15_5,0.875,0.866137388431077
3555583,BPIC15_2,0.865,0.8573702406581221
3559322,BPIC15_2,0.393,0.40933739005880637
3559662,BPIC15_1,0.549,0.5573854350939484
3563181,BPIC15_2,0.816,0.8104191076403174
3563231,BPIC15_5,0.385,0.4018328749988629
3564169,BPIC15_2,0.822,0.81647528804675
3564781,BPIC15_2,0.349,0.36781502657142773
3564905,BPIC15_1,0.357,0.375417710608028
3565155,BPIC15_5,0.384,0.40102509837708017
3566489,BPIC15_1,0.416,0.4313583920962618
3569057,BPIC15_5,0.88,0.87151639872961
3572737,BPIC15_2,0.803,0.7976956891191769
3580469,BPIC15_5,0.418,0.43298247855704985
3582814,BPIC15_1,0.473,0.484886043103051
3585884,BPIC15_1,0.841,0.8339355217941797
3586709,BPIC15_2,0.384,0.40094963875336076
3587402,BPIC15_2,0.382,0.39859673434061405
3587950,BPIC15_2,0.382,0.39898504554032976
3589701,BPIC15_5,0.851,0.8438341637915736
3593523,BPIC15_5,0.818,0.8123130372139258
3597194,BPIC15_1,0.478,0.48986124462226666
3601034,BPIC15_2,0.406,0.42188607413841983
3601115,BPIC15_1,0.91,0.9000016518572309
3604907,BPIC15_1,0.382,0.3983221115994606
3606977,BPIC15_1,0.797,0.7926037807052122
3607286,BPIC15_1,0.816,0.8105627024444702
3608599,BPIC15_1,0.846,0.8386786237061916
3609024,BPIC15_2,0.396,0.411843336487436
3613991,BPIC15_2,0.803,0.7978985298151878
3614357,BPIC15_5,0.786,0.7817598529086359
3615391,BPIC15_5,0.379,0.39556797672204996
3617709,BPIC15_5,0.307,0.32766116100861253
3619881,BPIC15_5,0.47,0.48266415417581215
3621001,BPIC15_5,0.786,0.7816340604098874
3622289,BPIC15_1,0.41,0.4257717479564795
3622368,BPIC15_5,0.794,0.7898751378407664
3622735,BPIC15_3,0.847,0.8400528843337738
3623121,BPIC15_3,0.851,0.8439621253754366
3625907,BPIC15_2,0.354,0.37175622847124146
3626280,BPIC15_1,0.82,0.8139856516188682
3627106,BPIC15_2,0.398,0.4143820193098235
3628104,BPIC15_5,0.385,0.40156062648907126
3630631,BPIC15_5,0.823,0.8173404535970015
3634095,BPIC15_1,0.825,0.8189759873539949
3634462,BPIC15_5,0.372,0.38967796823918555
3635297,BPIC15_5,0.462,0.47465173999060206
3637523,BPIC15_3,0.828,0.8215456367693408
3638049,BPIC15_1,0.414,0.4291306508878224
3638066,BPIC15_5,0.381,0.3973549371680922
3638958,BPIC15_3,0.416,0.4313664464096606
3638970,BPIC15_5,0.443,0.4565747167313784
3639299,BPIC15_3,0.411,0.42593310314442495
3639600,BPIC15_5,0.393,0.4088651050933258
3640496,BPIC15_5,0.801,0.7959377971514433
3642027,BPIC15_2,0.8,0.7952424637801113
3642945,BPIC15_1,0.497,0.507897523636132
3644189,BPIC15_2,0.8,0.795269868589771
3644675,BPIC15_1,0.821,0.8147710642871533
3645948,BPIC15_3,0.82,0.8138202813218038
3646104,BPIC15_1,0.811,0.8053560765990615
3648024,BPIC15_5,0.791,0.786785877267047
3648321,BPIC15_1,0.423,0.4375826876548405
3649143,BPIC15_1,0.91,0.8998981560352834
3649655,BPIC15_5,0.372,0.3894960751901394
3650856,BPIC15_3,0.825,0.8188752564462954
3650861,BPIC15_1,0.432,0.445895001825889
3651540,BPIC15_1,0.893,0.8832430241725381
3651563,BPIC15_3,0.418,0.4330783312928904
3651878,BPIC15_2,0.398,0.41414667231562646
3653302,BPIC15_5,0.825,0.8186425941154772
3653949,BPIC15_5,0.48,0.4916110012340421
3657700,BPIC15_5,0.364,0.3812506475852683
3657907,BPIC15_2,0.797,0.7921736872101481
3657941,BPIC15_2,0.385,0.4017523459094111
3657999,BPIC15_5,0.402,0.4177118514817763
3658434,BPIC15_5,0.84,0.8328628848755145
3676726,BPIC15_5,0.82,0.8143393198693321
3682408,BPIC15_5,0.793,0.788367748861165
3683029,BPIC15_5,0.455,0.46761066201359713
3685435,BPIC15_3,0.842,0.8347911207799967
3688153,BPIC15_3,0.879,0.8699099974455557
3688959,BPIC15_3,0.819,0.8132319996898739
3689452,BPIC15_3,0.851,0.8434623186613895
3691008,BPIC15_5,0.783,0.7789813407318067
3691316,BPIC15_1,0.334,0.3531598380439949
3691905,BPIC15_3,0.42,0.4344047513383588
3692573,BPIC15_1,0.836,0.8295475245963494
3694029,BPIC15_1,0.414,0.42887350271644403
3695615,BPIC15_2,0.382,0.3991372763901104
3696191,BPIC15_3,0.882,0.8735238843209041
3703111,BPIC15_3,0.824,0.8182556476666599
3704631,BPIC15_1,0.408,0.42330643658422834
3707875,BPIC15_5,0.783,0.7788805384043117
3708116,BPIC15_1,0.412,0.427006679836527
3710373,BPIC15_1,0.837,0.8306616155577157
3716518,BPIC15_1,0.414,0.428637840201645
3716940,BPIC15_2,0.793,0.7888378871153677
3718186,BPIC15_1,0.826,0.8197711936572539
3719901,BPIC15_1,0.828,0.8215227353597362
3723540,BPIC15_1,0.832,0.8261174832415294
3725308,BPIC15_1,0.415,0.43045119261094006
3727541,BPIC15_1,0.909,0.8984120411821023
3727572,BPIC15_5,0.852,0.8445034537562156
3728113,BPIC15_3,0.415,0.43011412282948547
3729523,BPIC15_1,0.41,0.42507377084025594
3729714,BPIC15_2,0.394,0.40980506987070886
3731022,BPIC15_3,0.821,0.8150491903988756
3734285,BPIC15_3,0.49,0.5009228174654292
3734467,BPIC15_1,0.812,0.8064456501113934
3736272,BPIC15_1,0.813,0.8079810858335513
3737683,BPIC15_1,0.437,0.45125696149679667
3744434,BPIC15_1,0.816,0.8105407063683645
3745180,BPIC15_1,0.519,0.5290515317212691
3745947,BPIC15_1,0.888,0.8791069637968265
3746653,BPIC15_1,0.532,0.5409560317178075
3747780,BPIC15_1,0.831,0.8249268650321473
3753623,BPIC15_2,0.402,0.4178489258551117
3768886,BPIC15_1,0.528,0.5367895557254954
3780310,BPIC15_5,0.48,0.49138651201988875
3784680,BPIC15_3,0.413,0.42832895145273014
3793428,BPIC15_5,0.464,0.47650400382601155
3796033,BPIC15_5,0.465,0.47790724326825396
3797108,BPIC15_3,0.817,0.8110946516776062
3802730,BPIC15_2,0.377,0.39391093785803594
3815650,BPIC15_3,0.834,0.8275005326479332
3828626,BPIC15_5,0.818,0.8120004026395554
3829621,BPIC15_3,0.438,0.4515600140000885
3830440,BPIC15_3,0.87,0.861256658939421
3832854,BPIC15_5,0.793,0.7887562164198613
3833680,BPIC15_5,0.417,0.4314709533291015
3834330,BPIC15_5,0.88,0.8707574742093911
3843237,BPIC15_5,0.875,0.8668722012201283
3851130,BPIC15_3,0.82,0.8144360471322681
3858417,BPIC15_5,0.45,0.4628207930895655
3867425,BPIC15_5,0.802,0.7970583831729875
3868133,BPIC15_5,0.834,0.8271542852420701
3873935,BPIC15_5,0.817,0.8112905080758426
3876964,BPIC15_3,0.815,0.8091044316111206
3878042,BPIC15_3,0.827,0.8211469157282285
3879795,BPIC15_5,0.789,0.7850114882513569
3881061,BPIC15_3,0.418,0.43254915071637606
3881600,BPIC15_1,0.397,0.4125621339962206
3881795,BPIC15_3,0.849,0.8419397419925394
3882953,BPIC15_3,0.82,0.8143867612683321
3883827,BPIC15_5,0.793,0.788205412779997
3885354,BPIC15_3,0.831,0.8247788486906538
3888982,BPIC15_3,0.877,0.8681530179085211
3890396,BPIC15_1,0.916,0.9053548581188509
3891446,BPIC15_5,0.414,0.42873155434808663
3892505,BPIC15_5,0.295,0.3163463729876024
3893817,BPIC15_3,0.849,0.8415255243520129
3894569,BPIC15_5,0.814,0.8088730406065671
3894614,BPIC15_5,0.408,0.42348627488597496
3895242,BPIC15_3,0.421,0.4352655271346683
3896896,BPIC15_5,0.394,0.4097620340820947
3898824,BPIC15_3,0.899,0.8895485654096333
3899858,BPIC15_3,0.848,0.840716015005138
3901411,BPIC15_3,0.457,0.4694702627716599
3901801,BPIC15_3,0.438,0.4520052986669565
3902523,BPIC15_3,0.417,0.43201953289608797
3902889,BPIC15_3,0.832,0.8257754732590135
3903301,BPIC15_3,0.444,0.4575180769814252
3906817,BPIC15_3,0.841,0.8341681293817613
3909568,BPIC15_3,0.822,0.8162973367812202
3910351,BPIC15_3,0.88,0.8714831448971795
3916862,BPIC15_5,0.793,0.7888758265596313
3917792,BPIC15_1,0.835,0.8288034233345704
3925624,BPIC15_3,0.836,0.8296001902386781
3927643,BPIC15_5,0.829,0.8225777919662771
3927739,BPIC15_3,0.46,0.4724070564492725
3930382,BPIC15_3,0.843,0.8359400225160888
3930761,BPIC15_3,0.834,0.8279237013715091
3932549,BPIC15_5,0.815,0.8098747607709026
3933360,BPIC15_3,0.836,0.8292183025349674
